doi,task,taskLabel,score,rank
10.1109/JSTARS.2024.3374630,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3638378381729126,1
10.1109/JSTARS.2025.3585779,http://h-da.de/ml-ontology/regression,regression,0.39586955308914185,1
10.1109/JSTARS.2025.3585779,http://h-da.de/ml-ontology/tabular_regression,tabular regression,0.3575325608253479,2
10.1109/JSTARS.2025.3585779,http://h-da.de/ml-ontology/image_regression,image regression,0.3535638153553009,3
10.1109/JSTARS.2025.3585779,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3531129062175751,4
10.1109/KST53302.2022.9729058,http://h-da.de/ml-ontology/audio_classification,audio classification,0.4844966530799866,1
10.1109/KST53302.2022.9729058,http://h-da.de/ml-ontology/audio_regression,audio regression,0.4671567678451538,2
10.1109/KST53302.2022.9729058,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.44764846563339233,3
10.1109/KST53302.2022.9729058,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.44066599011421204,4
10.1109/KST53302.2022.9729058,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.39732640981674194,5
10.1109/LA-CCI58595.2023.10409489,http://h-da.de/ml-ontology/binary_classification,binary classification,0.422968327999115,1
10.1109/LA-CCI58595.2023.10409489,http://h-da.de/ml-ontology/image_classification,image classification,0.37482255697250366,2
10.1109/LA-CCI58595.2023.10409489,http://h-da.de/ml-ontology/audio_regression,audio regression,0.3740471601486206,3
10.1109/LA-CCI58595.2023.10409489,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3685557544231415,4
